slug;name;name_short;dev_id;developer;class;class_zayavlen;class_why;class_declared;class_disputed;okrug;district;address;lat;lon;geo_precision;type;units_total;units_per_floor;floors;ceilings_m;parking;stage;deadline_initial;deadline;price_from_m2;price_median_m2;price_check;penthouses;penthouse_flag;architect;facade;energy_class;escrow;maintenance_rub_m2;website;sources;updated;p01;p02;p03;p04;p05;p06;p07;p08;p09;pasport;pasport_why;school_min;school_name;nota_school_min;nota_school_name;nota_15;marked_min;marked_name;marked_20;lots;lot_min_m2;lot_min_price;lots_median_m2;lots_date;has_foto;rynok
arkhitektor;Архитектор;Архитектор;gk-fsk;ГК ФСК;бизнес;премиум;понижен: не дотягивает до класса «премиум» по двум и более признакам — адрес, плотность, потолки;бизнес / премиум;да;ЮЗАО;Коньково;ул. Академика Волгина, 2;55.656728;37.522856;каталог (контур дома, novostroev);квартиры;1421;;50;3.15;;сдан, есть остатки;;сдан;407200;;;;;;;;;;https://fsk.ru/arhitektor;"https://novostroev.ru/novostroyki/moskva/uzao/konkovo/na-ul-akademika-volgina-2/ https://mskguru.ru/rayon/juzao https://fsk.ru/arhitektor https://kvadroom.ru/novostroyki/premium?page=4 добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (36920) 24.09.2026; потолки — https://novostroev.ru/novostroyki/moskva/uzao/konkovo/na-ul-akademika-volgina-2/ 24.09.2026";23.09.2026;да;нет;нет;нет;нет данных;да;да;не применяется;да;Присмотреться;минусы: окружение, повседневность, плотность;9;Школа №115;13;Школа № 170 им. А.П. Чехова;1;16;Школа № 1514;1;;29.9;16400000;;23.09.2026;да;первичка и вторичка
eniteo;Eniteo (Энитео, Cherry City);Eniteo;tekta-group;TEKTA GROUP;бизнес;бизнес;;бизнес;;ЮЗАО;Котловка;ул. Большая Черёмушкинская, 25;55.675096;37.58471;каталог (контур дома, novostroev);квартиры;662;;46;2.95;;сдан, есть остатки;;сдан (III кв. 2023);590600;;;;;;;;;;https://tekta.ru/projects/eniteo;"https://novostroev.ru/novostroyki/moskva/uzao/kotlovka/eniteo-eniteo-cherry-city/ https://mskguru.ru/rayon/juzao добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (37487) 24.09.2026; потолки — https://novostroev.ru/novostroyki/moskva/uzao/kotlovka/eniteo-eniteo-cherry-city/ 24.09.2026";23.09.2026;да;да;нет;да;нет данных;да;да;не применяется;да;Отметка;минусы: повседневность;4;Лицей им. Софьи Нюберг;14;Британская международная школа (BIS);2;20;Академическая школа № 1534;1;13;46.6;28800000;;23.09.2026;да;первичка и вторичка
golubinskaya-28;Голубинская, 28;Голубинская, 28;a101;А101;бизнес;бизнес;;бизнес;;ЮЗАО;Ясенево;ул. Голубинская, 28;55.595026;37.541544;каталог (контур дома, novostroev);квартиры;;;;;;анонс;;;;;;;;;;;;;;https://novostroev.ru/novostroyki/moskva/uzao/yasenevo/golubinskaya-28/ https://mskpremium.ru/premier;23.09.2026;да;да;нет;нет данных;нет данных;да;нет данных;нет данных;нет данных;Отметка;минусы: повседневность;3;Британская международная школа (BIS);3;Британская международная школа (BIS);2;;;0;;;;;;да;анонс
omega-residence;Omega Residence (Омега Резиденс);Omega Residence;aurix-development;Aurix Development;премиум;элитный;понижен: не дотягивает до класса «элитный» по двум и более признакам — адрес, паркинг, потолки;элит / премиум / элитный;да;ЮЗАО;Гагаринский;ул. Фотиевой, вл. 5;55.69986;37.562277;каталог (контур дома, novostroev);квартиры;59;4;11;3.22;55;анонс;;III кв. 2029;;;;;;;;;;;https://omega-residences.ru/;"https://novostroev.ru/novostroyki/moskva/uzao/gagarinskiy/fotievoy-5/ https://novostroev.ru/novostroyki/moskva/uzao/start-prodazh/ https://www.russianrealty.ru/tidings/company/1028865/ https://www.novostroy-m.ru/analitika/starty_prodaj_mart_2026 https://anwin.ru/project/zhk-omega-residence https://novostroev.ru/novostroyki/moskva/uzao/gagarinskiy/fotievoy-5/ https://pronovostroy.ru/zhk-omega-residence-n435591511/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (69710) 24.09.2026; машиноместа, квартир на этаже, потолки — https://novostroev.ru/novostroyki/moskva/uzao/gagarinskiy/fotievoy-5/ 24.09.2026";23.09.2026;нет;да;нет;да;нет;да;да;да;нет данных;Без отметки;минусы: адрес и класс, повседневность, машина;5;Школа №1265;7;Лицей «Вторая школа» им. В.Ф. Овчинникова;3;7;Лицей «Вторая школа» им. В.Ф. Овчинникова;3;;;;;;да;анонс
kvartal-mit;Квартал Мит;Квартал Мит;pik;ПИК;бизнес;бизнес;минус к классу: плотность, паркинг, потолки;бизнес (Яндекс, novostroycity, mskguru);;СЗАО;Митино;ул. Муравская;55.866172;37.374318;каталог;квартиры;1881;;34;2.66;489;строится;;II кв. 2029;348900;;;;;;;;;;https://www.pik.ru/kvartalmit;"https://novostroycity.ru/novostroiki/mitino/zhk-kvartal-mit https://realty.yandex.ru/moskva_i_moskovskaya_oblast/kupit/novostrojka/dist-okrug-183316/zhk-biznes/ https://kvadroom.ru/novostroyki/biznes https://www.cian.ru/zhiloy-kompleks-kvartal-mit-moskva-5703245/ https://www.cian.ru/cat.php?deal_type=sale&engine_version=2&offer_type=flat&from_developer=1&newobject%5B0%5D=5703245&sort=price_object_order https://novostroev.ru/novostroyki/moskva/szao/mitino/kvartal-mit/ https://www.cian.ru/sale/flat/333472656/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (66931) 24.09.2026; потолки — https://novostroev.ru/novostroyki/moskva/szao/mitino/kvartal-mit/ 24.09.2026";23.09.2026;да;да;нет;нет;нет;да;да;да;да;Присмотреться;минусы: повседневность, плотность, машина;18;Новая гимназия;26;Школа № 1191;0;;;0;261;28.4;12270485;;23.09.2026;да;первичка
dosflota-10;Досфлота 10 (комплекс апартаментов);Досфлота 10;galaxy-group;Galaxy Group;бизнес;бизнес;;бизнес;;СЗАО;Южное Тушино;пр-д Досфлота, 10;55.846359;37.458072;каталог (контур дома, novostroev);апартаменты;42;5;6;4.00;44;сдан, есть остатки;;сдан;475000;;;;;;;;;;;"https://novostroev.ru/novostroyki/moskva/szao/yuzhnoe-tushino/dosflota-10/ https://mskguru.ru/rayon/szao?page=2 добор 04/05: этажность — наш.дом.рф, объекты ЕИСЖС (41662) 24.09.2026; квартиры, машиноместа, квартир на этаже, потолки — https://novostroev.ru/novostroyki/moskva/szao/yuzhnoe-tushino/dosflota-10/ 24.09.2026";23.09.2026;да;да;нет;да;да;нет данных;да;нет;да;Без отметки;красная линия: юридика;3;Школа № 1551;3;Школа № 1551;2;;;0;;;32700000;;23.09.2026;да;первичка и вторичка
wellton-gold;Wellton Gold (апарт-комплекс);Wellton Gold;kontsern-krost;Концерн КРОСТ;бизнес;бизнес;;бизнес;;СЗАО;Хорошёво-Мнёвники;ул. Народного Ополчения, 13;55.772988;37.472987;каталог (контур дома, novostroev);апартаменты;;;21;3.00;;сдан, есть остатки;;сдан;510000;;;;;;;;;;;"https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/wellton-gold/ https://realty.yandex.ru/moskva_i_moskovskaya_oblast/kupit/novostrojka/dist-okrug-183316/zhk-biznes/?page=2 https://krost.ru/api/r-complex/ https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/wellton-gold/flats/ добор 04/05: этажность — наш.дом.рф, объекты ЕИСЖС (37343) 24.09.2026; потолки — https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/wellton-gold/ 24.09.2026";23.09.2026;да;да;нет;нет данных;нет данных;нет;да;нет;да;Без отметки;красная линия: юридика;5;Хорошевская школа (Хорошкола);5;Хорошевская школа (Хорошкола);4;13;Школа № 1517;1;2;95.6;51624000;;23.09.2026;да;первичка и вторичка
wellton-towers;Wellton Towers;Wellton Towers;kontsern-krost;Концерн КРОСТ;бизнес;бизнес;минус к классу: плотность, паркинг;бизнес;;СЗАО;Хорошёво-Мнёвники;ул. Народного Ополчения, 11, к. 1-3;55.774197;37.4744;каталог;квартиры+апартаменты;1289;10;58;3.05;507;сдан, есть остатки;;сдан (2022);523000;;цены со скидкой застройщика (без скидки — выше);;;;;;;;https://krost.ru/projects/wellton-towers;https://realty.yandex.ru/moskva_i_moskovskaya_oblast/kupit/novostrojka/wellton-towers-523335/ https://novostroev.ru/novostroyki/moskva/szao/biznes-class/?page=2 https://krost.ru/flats/ https://krost.ru/api/flats/?limit=1000 https://krost.ru/projects/wellton-towers добор 04/05: этажность, квартиры, машиноместа, квартир на этаже, потолки — наш.дом.рф, объекты ЕИСЖС (24843) 24.09.2026;23.09.2026;да;да;да;нет;нет;нет;да;не применяется;да;Присмотреться;минусы: плотность, машина, застройщик;9;Хорошевская школа (Хорошкола);9;Хорошевская школа (Хорошкола);5;13;Школа № 1517;1;2;81.2;44660000;;23.09.2026;да;первичка и вторичка
zvenigorodskaya-ot-granel;Звенигородская от Гранель (MYPRIORITY Presnya);Звенигородская от Гранель;gk-granel;ГК Гранель;бизнес;бизнес;;бизнес;;СЗАО;Хорошёво-Мнёвники;1-й Силикатный пр-д, 13;55.768201;37.509717;каталог (контур дома, novostroev);квартиры;;;52;;;анонс;;;;;;;;;;;;;https://granelle.ru/objects/mypriority-presnya/;https://granelle.ru/objects/mypriority-presnya/ https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/mypriority-presnya/ добор 04/05: этажность (8–52) — https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/mypriority-presnya/ (24.09.2026);23.09.2026;да;да;да;нет данных;нет данных;да;нет данных;нет данных;нет данных;Отметка;;11;Школа 1253;19;Школа № 1560 «Лидер»;0;;;0;;;;;;да;анонс
level-zvenigorodskaya-etap-2;Левел Звенигородская, этап 2;Левел Звенигородская, этап 2;level-group;Level Group;бизнес;премиум;понижен: не дотягивает до класса «премиум» по двум и более признакам — адрес, плотность, паркинг, потолки;премиум;да;СЗАО;Хорошёво-Мнёвники;3-й Силикатный пр-д, вл. 6;55.769178;37.50066;каталог (контур дома, novostroev);квартиры;1114;12;66;2.70;351;анонс;;IV кв. 2028;;;;;;;;;;;https://level.ru/projects/zvenigorodskaya-2/;"https://level.ru/projects/zvenigorodskaya-2/ https://level.ru/ https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/level-zvenigorodskaya/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (59370) 24.09.2026; машиноместа, квартир на этаже, потолки — https://novostroev.ru/novostroyki/moskva/szao/khoroshyevo-mnyevniki/level-zvenigorodskaya/ 24.09.2026";23.09.2026;да;да;нет;нет;нет;да;да;да;нет данных;Присмотреться;минусы: повседневность, плотность, машина;12;Школа № 1560 «Лидер»;12;Школа № 1560 «Лидер»;1;;;0;;;;;;да;анонс
zolotye-krylya;Золотые Крылья (Upside Мосфильмовская);Золотые Крылья;upside-development;Upside Development;бизнес;премиум;понижен: не дотягивает до класса «премиум» по двум и более признакам — адрес, плотность, паркинг;премиум/элит (спорно) / премиум;да;ЗАО;Раменки;Мосфильмовская ул., вл. 74-78;55.709865;37.503871;адрес (OSM);квартиры;716;;42;3.20;708;анонс;;4 кв. 2029;1000000;;;;;;;;;;https://golden-w.ru/;https://anwin.ru/project/zhk-upside-mosfilmovskaya https://www.novostroy-m.ru/analitika/starty_prodaj_iyul26_moskva https://novostroev.ru/articles/starty-prodazh-novostroek-moskvy-v-iyule-avguste-2026/ https://elitnoe.ru/complexes/zolotye-krylia https://novostroyrf.ru/novostroiki/upside-mosfilmovskaya/ https://whitewill.ru/news/novye-proekty/zolotye-krylya-otkryto-bronirovanie https://golden-w.ru/plans https://golden-w.ru/api/hydra/data https://upside.ru/projects/zolotye-krylya/ добор 04/05: этажность (10–11, башни 31 и 42), потолки от 3,2 — https://elitnoe.ru/complexes/zolotye-krylia (24.09.2026);23.09.2026;да;да;нет;да;да;да;нет данных;нет данных;нет;Отметка;минусы: повседневность, цена против класса;12;Лицей № 1586;17;Новая школа;0;;;0;56;;;;23.09.2026;да;анонс
