school_id;school;in_nota_base;type;tier;building;lat;lon;source;osm_id
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №11;55.666437;37.757802;OpenStreetMap, корпус;w136752933
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №5;55.650448;37.762494;OpenStreetMap, корпус;w461836978
shkola-1357-na-bratislavskoy;Школа № 1357 «На Братиславской»;да;Городская;На заметку;Школа № 1357 «На Братиславской». Здание №15;55.666875;37.777658;OpenStreetMap, корпус;r12969787
shkola-marina-roscha-im-v-f-orlova;Школа «Марьина Роща» им. В.Ф. Орлова;да;Городская;На заметку;Гимназия Марьина Роща имени В. Ф. Орлова. Учебный корпус 35;55.786418;37.604683;OpenStreetMap, корпус;r7238772
shkola-marina-roscha-im-v-f-orlova;Школа «Марьина Роща» им. В.Ф. Орлова;да;Городская;На заметку;Школа Марьина Роща имени В. Ф. Орлова. Отделение Берендеево царство;55.793889;37.621618;OpenStreetMap, корпус;r11807076
shkola-marina-roscha-im-v-f-orlova;Школа «Марьина Роща» им. В.Ф. Орлова;да;Городская;На заметку;адрес из базы;55.789120;37.616010;адрес из базы;
shkola-na-prospekte-vernadskogo;Школа на проспекте Вернадского;да;Городская;На заметку;Школа на проспекте Вернадского. Корпус школьного образования 1;55.653438;37.483568;OpenStreetMap, корпус;w267390971
shkola-na-prospekte-vernadskogo;Школа на проспекте Вернадского;да;Городская;На заметку;Школа на проспекте Вернадского. Корпус школьного образования 3;55.653666;37.485545;OpenStreetMap, корпус;w987757025
shkola-na-prospekte-vernadskogo;Школа на проспекте Вернадского;да;Городская;На заметку;Школа на проспекте Вернадского. Корпус школьного образования 2;55.652656;37.485080;OpenStreetMap, корпус;w987757026
shkola-1194-im-t-o-rastorgueva;Школа № 1194 им. Т.О. Расторгуева;да;Городская;На заметку;примерно: здание по номеру;55.980100;37.153490;примерно: здание по номеру;
shkola-1571;Школа № 1571;да;Городская;На заметку;Лицей №1571 корпус №6;55.856748;37.444070;OpenStreetMap, корпус;w28896147
shkola-1571;Школа № 1571;да;Городская;На заметку;Лицей №1571 корпус №2;55.861998;37.445511;OpenStreetMap, корпус;w46578351
shkola-1571;Школа № 1571;да;Городская;На заметку;Лицей № 1571 корпус 3;55.862635;37.441774;OpenStreetMap, корпус;w46581741
shkola-1571;Школа № 1571;да;Городская;На заметку;Лицей №1571 корпус №5;55.856091;37.444292;OpenStreetMap, корпус;w54365845
shkola-1571;Школа № 1571;да;Городская;На заметку;Лицей № 1571, корпус 7 «Созвездие»;55.858826;37.444192;OpenStreetMap, корпус;w86251431
shkola-1571;Школа № 1571;да;Городская;На заметку;Лицей №1571 корпус №1;55.857666;37.447228;OpenStreetMap, корпус;r9097255
shkola-962;Школа № 962;да;Городская;На заметку;Школа №962;55.859718;37.593433;OpenStreetMap, корпус;w373783441
shkola-962;Школа № 962;да;Городская;На заметку;Школа № 962. Структурное подразделение № 3;55.861775;37.587492;OpenStreetMap, корпус;w482447168
shkola-962;Школа № 962;да;Городская;На заметку;Школа № 962;55.855334;37.587704;OpenStreetMap, корпус;r7103198
shkola-962;Школа № 962;да;Городская;На заметку;Школа №962. Начальная школа;55.863536;37.595959;OpenStreetMap, корпус;w515690177
shkola-962;Школа № 962;да;Городская;На заметку;Школа № 962. Структурное подразделение № 4;55.865024;37.590390;OpenStreetMap, корпус;w648098841
shkola-1542;Школа № 1542;да;Городская;На заметку;Школа № 1542. Корпус школьного образования №3;55.649110;37.383338;OpenStreetMap, корпус;w52064343
shkola-1542;Школа № 1542;да;Городская;На заметку;Школа 1542 корпус 4;55.641688;37.398116;OpenStreetMap, корпус;w702625639
shkola-1542;Школа № 1542;да;Городская;На заметку;Гимназия № 1542;55.646823;37.399346;OpenStreetMap, корпус;w249358299
shkola-1574;Школа № 1574;да;Городская;На заметку;Школа № 1574. Корпус Старопименовский;55.769258;37.600648;OpenStreetMap, корпус;r1421089
shkola-1574;Школа № 1574;да;Городская;На заметку;Лицей № 1574. ОП № 1;55.774548;37.590555;OpenStreetMap, корпус;r1403786
shkola-1574;Школа № 1574;да;Городская;На заметку;Лицей №1574;55.779773;37.596852;OpenStreetMap, корпус;r16270432
shkola-1576;Школа № 1576;да;Городская;На заметку;Школа № 1576. Корпус 1;55.823036;37.529123;OpenStreetMap, корпус;w332105703
shkola-1576;Школа № 1576;да;Городская;На заметку;Школа № 1576. 2-й корпус;55.816849;37.519811;OpenStreetMap, корпус;r19747342
shkola-1576;Школа № 1576;да;Городская;На заметку;Школа №1576;55.825050;37.523852;OpenStreetMap, корпус;w119335328
shkola-1576;Школа № 1576;да;Городская;На заметку;Школа №1576;55.838608;37.534117;OpenStreetMap, корпус;w364719268
shkola-1576;Школа № 1576;да;Городская;На заметку;Школа № 1576;55.841691;37.541863;OpenStreetMap, корпус;r17499698
shkola-2089;Школа № 2089;да;Городская;На заметку;примерно: здание по номеру;55.684410;37.918310;примерно: здание по номеру;
shkola-novogorsk;Школа «Новогорск»;да;Частная;На заметку;адрес: г. Химки, мкр. Новогорск;55.893950;37.347200;адрес из базы;
shkola-1002;Школа № 1002;да;Городская;На заметку;Школа № 1002. Школьный корпус 3;55.649123;37.398772;OpenStreetMap, корпус;w247337812
shkola-1002;Школа № 1002;да;Городская;На заметку;Школа № 1002. Корпус школьного образования №1;55.652795;37.402162;OpenStreetMap, корпус;r5472885
shkola-1002;Школа № 1002;да;Городская;На заметку;Школа № 1002. Корпус школьного образования №4;55.652552;37.404137;OpenStreetMap, корпус;r5472887
shkola-1002;Школа № 1002;да;Городская;На заметку;Школа № 1002. Корпус школьного образования №2;55.653029;37.403573;OpenStreetMap, корпус;r20008355
shkola-1158;Школа № 1158;да;Городская;На заметку;Школа № 1158. Корпус школьного образования №3;55.633737;37.594219;OpenStreetMap, корпус;w430588598
shkola-1158;Школа № 1158;да;Городская;На заметку;Школа № 1158. Корпус школьного образования;55.635047;37.596780;OpenStreetMap, корпус;r274292
shkola-1158;Школа № 1158;да;Городская;На заметку;Школа № 1158. Корпус школьного образования;55.634470;37.594956;OpenStreetMap, корпус;r274293
shkola-1158;Школа № 1158;да;Городская;На заметку;Школа 1158;55.634358;37.596248;OpenStreetMap, корпус;r9310365
shkola-1298-profil-kurkino;Школа № 1298 «Профиль Куркино»;да;Городская;На заметку;Школа №1298 «Профиль Куркино»;55.900413;37.383835;OpenStreetMap, корпус;r11733299
